2019-01-13 19:13:36 ===== Starting: ShallowRedExperiment =====
2019-01-13 19:13:47 Run
2019-01-13 19:13:47 id = 5 (machine1); Seed = 0; Starting new sample
2019-01-16 02:36:46 id = 3 (machine1); Seed = 10341; Done (0)
2019-01-16 02:36:46 id = 3 (machine1); Seed = 10347; Starting new sample
2019-01-16 02:36:48 id = 0 (machine1); Seed = 10342; Done (0)
2019-01-16 02:36:48 id = 0 (machine1); Seed = 10348; Starting new sample
2019-01-16 02:37:06 id = 2 (machine1); Seed = 10338; Done (0)
2019-01-16 02:37:06 id = 2 (machine1); Seed = 10349; Starting new sample
2019-01-16 02:37:20 id = 6 (machine1); Seed = 10344; Done (0)
2019-01-16 02:37:20 id = 6 (machine1); Seed = 10350; Starting new sample
2019-01-16 02:37:22 id = 5 (machine1); Seed = 10339; Done (0)
2019-01-16 02:37:22 id = 5 (machine1); Seed = 10351; Starting new sample
2019-01-16 02:37:38 id = 4 (machine1); Seed = 10345; Done (0)
2019-01-16 02:37:38 id = 4 (machine1); Seed = 10352; Starting new sample
2019-01-16 02:37:39 id = 3 (machine1); Seed = 10347; Done (0)
2019-01-16 02:37:39 id = 3 (machine1); Seed = 10353; Starting new sample
2019-01-16 02:38:08 id = 0 (machine1); Seed = 10348; Done (0)
2019-01-16 02:38:08 id = 0 (machine1); Seed = 10354; Starting new sample
2019-01-16 02:38:44 id = 4 (machine1); Seed = 10352; Done (0)
2019-01-16 02:38:45 id = 4 (machine1); Seed = 10355; Starting new sample
2019-01-16 02:38:46 id = 1 (machine1); Seed = 10346; Done (0)
2019-01-16 02:38:46 id = 1 (machine1); Seed = 10356; Starting new sample
2019-01-16 02:38:46 id = 3 (machine1); Seed = 10353; Done (0)
2019-01-16 02:38:47 id = 3 (machine1); Seed = 10357; Starting new sample
2019-01-16 02:38:47 id = 5 (machine1); Seed = 10351; Done (0)
2019-01-16 02:38:48 id = 5 (machine1); Seed = 10358; Starting new sample
2019-01-16 02:38:58 id = 2 (machine1); Seed = 10349; Done (0)
2019-01-16 02:38:58 id = 2 (machine1); Seed = 10359; Starting new sample
2019-01-16 02:39:07 id = 6 (machine1); Seed = 10350; Done (0)
2019-01-16 02:39:07 id = 6 (machine1); Seed = 10360; Starting new sample
2019-01-16 02:39:40 id = 5 (machine1); Seed = 10358; Done (0)
2019-01-16 02:39:41 id = 5 (machine1); Seed = 10361; Starting new sample
2019-01-16 02:39:54 id = 0 (machine1); Seed = 10354; Done (0)
2019-01-16 02:39:54 id = 0 (machine1); Seed = 10362; Starting new sample
2019-01-16 02:40:13 id = 3 (machine1); Seed = 10357; Done (0)
2019-01-16 02:40:14 id = 3 (machine1); Seed = 10363; Starting new sample
2019-01-16 02:40:14 id = 2 (machine1); Seed = 10359; Done (0)
2019-01-16 02:40:14 id = 2 (machine1); Seed = 10364; Starting new sample
2019-01-16 02:40:21 id = 4 (machine1); Seed = 10355; Done (0)
2019-01-16 02:40:21 id = 4 (machine1); Seed = 10365; Starting new sample
2019-01-16 02:40:34 id = 6 (machine1); Seed = 10360; Done (0)
2019-01-16 02:40:35 id = 6 (machine1); Seed = 10366; Starting new sample
2019-01-16 02:40:50 id = 5 (machine1); Seed = 10361; Done (0)
2019-01-16 02:40:50 id = 5 (machine1); Seed = 10367; Starting new sample
2019-01-16 02:40:55 id = 0 (machine1); Seed = 10362; Done (0)
2019-01-16 02:40:55 id = 0 (machine1); Seed = 10368; Starting new sample
2019-01-16 02:41:08 id = 1 (machine1); Seed = 10356; Done (0)
2019-01-16 02:41:08 id = 1 (machine1); Seed = 10369; Starting new sample
2019-01-16 02:41:21 id = 2 (machine1); Seed = 10364; Done (0)
2019-01-16 02:41:21 id = 2 (machine1); Seed = 10370; Starting new sample
2019-01-16 02:41:23 id = 3 (machine1); Seed = 10363; Done (0)
2019-01-16 02:41:24 id = 3 (machine1); Seed = 10371; Starting new sample
2019-01-16 02:41:28 id = 4 (machine1); Seed = 10365; Done (0)
2019-01-16 02:41:29 id = 4 (machine1); Seed = 10372; Starting new sample
2019-01-16 02:41:45 id = 6 (machine1); Seed = 10366; Done (0)
2019-01-16 02:41:45 id = 6 (machine1); Seed = 10373; Starting new sample
2019-01-16 02:41:51 id = 5 (machine1); Seed = 10367; Done (0)
2019-01-16 02:41:51 id = 5 (machine1); Seed = 10374; Starting new sample
2019-01-16 02:41:58 id = 1 (machine1); Seed = 10369; Done (0)
2019-01-16 02:41:58 id = 1 (machine1); Seed = 10375; Starting new sample
2019-01-16 02:42:04 id = 0 (machine1); Seed = 10368; Done (0)
2019-01-16 02:42:04 id = 0 (machine1); Seed = 10376; Starting new sample
2019-01-16 02:42:10 id = 4 (machine1); Seed = 10372; Done (0)
2019-01-16 02:42:11 id = 4 (machine1); Seed = 10377; Starting new sample
2019-01-16 02:42:22 id = 2 (machine1); Seed = 10370; Done (0)
2019-01-16 02:42:22 id = 2 (machine1); Seed = 10378; Starting new sample
2019-01-16 02:43:07 id = 3 (machine1); Seed = 10371; Done (0)
2019-01-16 02:43:08 id = 3 (machine1); Seed = 10379; Starting new sample
2019-01-16 02:43:11 id = 6 (machine1); Seed = 10373; Done (0)
2019-01-16 02:43:11 id = 6 (machine1); Seed = 10380; Starting new sample
2019-01-16 02:43:18 id = 4 (machine1); Seed = 10377; Done (0)
2019-01-16 02:43:18 id = 4 (machine1); Seed = 10381; Starting new sample
2019-01-16 02:43:18 id = 1 (machine1); Seed = 10375; Done (0)
2019-01-16 02:43:18 id = 1 (machine1); Seed = 10382; Starting new sample
2019-01-16 02:43:19 id = 5 (machine1); Seed = 10374; Done (0)
2019-01-16 02:43:20 id = 5 (machine1); Seed = 10383; Starting new sample
2019-01-16 02:43:29 id = 0 (machine1); Seed = 10376; Done (0)
2019-01-16 02:43:29 id = 0 (machine1); Seed = 10384; Starting new sample
2019-01-16 02:43:55 id = 3 (machine1); Seed = 10379; Done (0)
2019-01-16 02:43:56 id = 3 (machine1); Seed = 10385; Starting new sample
2019-01-16 02:44:21 id = 6 (machine1); Seed = 10380; Done (0)
2019-01-16 02:44:21 id = 6 (machine1); Seed = 10386; Starting new sample
2019-01-16 02:44:21 id = 0 (machine1); Seed = 10384; Done (0)
2019-01-16 02:44:22 id = 0 (machine1); Seed = 10387; Starting new sample
2019-01-16 02:44:24 id = 1 (machine1); Seed = 10382; Done (0)
2019-01-16 02:44:24 id = 1 (machine1); Seed = 10388; Starting new sample
2019-01-16 02:44:24 id = 4 (machine1); Seed = 10381; Done (0)
2019-01-16 02:44:25 id = 4 (machine1); Seed = 10389; Starting new sample
2019-01-16 02:44:27 id = 5 (machine1); Seed = 10383; Done (0)
2019-01-16 02:44:28 id = 5 (machine1); Seed = 10390; Starting new sample
2019-01-16 02:44:52 id = 2 (machine1); Seed = 10378; Done (0)
2019-01-16 02:44:53 id = 2 (machine1); Seed = 10391; Starting new sample
2019-01-16 02:45:08 id = 3 (machine1); Seed = 10385; Done (0)
2019-01-16 02:45:09 id = 3 (machine1); Seed = 10392; Starting new sample
2019-01-16 02:45:10 id = 4 (machine1); Seed = 10389; Done (0)
2019-01-16 02:45:10 id = 4 (machine1); Seed = 10393; Starting new sample
2019-01-16 02:45:31 id = 0 (machine1); Seed = 10387; Done (0)
2019-01-16 02:45:31 id = 0 (machine1); Seed = 10394; Starting new sample
2019-01-16 02:45:38 id = 6 (machine1); Seed = 10386; Done (0)
2019-01-16 02:45:39 id = 6 (machine1); Seed = 10395; Starting new sample
2019-01-16 02:45:39 id = 1 (machine1); Seed = 10388; Done (0)
2019-01-16 02:45:40 id = 1 (machine1); Seed = 10396; Starting new sample
2019-01-16 02:45:45 id = 5 (machine1); Seed = 10390; Done (0)
2019-01-16 02:45:46 id = 5 (machine1); Seed = 10397; Starting new sample
2019-01-16 02:46:07 id = 4 (machine1); Seed = 10393; Done (0)
2019-01-16 02:46:07 id = 4 (machine1); Seed = 10398; Starting new sample
2019-01-16 02:46:17 id = 3 (machine1); Seed = 10392; Done (0)
2019-01-16 02:46:17 id = 3 (machine1); Seed = 10399; Starting new sample
2019-01-16 02:46:22 id = 2 (machine1); Seed = 10391; Done (0)
2019-01-16 02:46:23 id = 2 (machine1); Seed = 10400; Starting new sample
2019-01-16 02:46:30 id = 1 (machine1); Seed = 10396; Done (0)
2019-01-16 02:46:30 id = 1 (machine1); Seed = 10401; Starting new sample
2019-01-16 02:46:44 id = 6 (machine1); Seed = 10395; Done (0)
2019-01-16 02:46:45 id = 6 (machine1); Seed = 10402; Starting new sample
2019-01-16 02:46:46 id = 5 (machine1); Seed = 10397; Done (0)
2019-01-16 02:46:46 id = 5 (machine1); Seed = 10403; Starting new sample
2019-01-16 02:47:07 id = 0 (machine1); Seed = 10394; Done (0)
2019-01-16 02:47:08 id = 0 (machine1); Seed = 10404; Starting new sample
2019-01-16 02:47:11 id = 4 (machine1); Seed = 10398; Done (0)
2019-01-16 02:47:11 id = 4 (machine1); Seed = 10405; Starting new sample
2019-01-16 02:47:36 id = 1 (machine1); Seed = 10401; Done (0)
2019-01-16 02:47:36 id = 1 (machine1); Seed = 10406; Starting new sample
2019-01-16 02:47:39 id = 3 (machine1); Seed = 10399; Done (0)
2019-01-16 02:47:40 id = 3 (machine1); Seed = 10407; Starting new sample
2019-01-16 02:47:48 id = 5 (machine1); Seed = 10403; Done (0)
2019-01-16 02:47:48 id = 5 (machine1); Seed = 10408; Starting new sample
2019-01-16 02:47:49 id = 2 (machine1); Seed = 10400; Done (0)
2019-01-16 02:47:50 id = 2 (machine1); Seed = 10409; Starting new sample
2019-01-16 02:48:01 id = 6 (machine1); Seed = 10402; Done (0)
2019-01-16 02:48:02 id = 6 (machine1); Seed = 10410; Starting new sample
2019-01-16 02:48:18 id = 0 (machine1); Seed = 10404; Done (0)
2019-01-16 02:48:18 id = 0 (machine1); Seed = 10411; Starting new sample
2019-01-16 02:48:36 id = 4 (machine1); Seed = 10405; Done (0)
2019-01-16 02:48:36 id = 4 (machine1); Seed = 10412; Starting new sample
2019-01-16 02:48:43 id = 5 (machine1); Seed = 10408; Done (0)
2019-01-16 02:48:44 id = 5 (machine1); Seed = 10413; Starting new sample
2019-01-16 02:48:45 id = 1 (machine1); Seed = 10406; Done (0)
2019-01-16 02:48:45 id = 1 (machine1); Seed = 10414; Starting new sample
2019-01-16 02:49:10 id = 3 (machine1); Seed = 10407; Done (0)
2019-01-16 02:49:10 id = 3 (machine1); Seed = 10415; Starting new sample
2019-01-16 02:49:19 id = 2 (machine1); Seed = 10409; Done (0)
2019-01-16 02:49:19 id = 2 (machine1); Seed = 10416; Starting new sample
2019-01-16 02:49:25 id = 6 (machine1); Seed = 10410; Done (0)
2019-01-16 02:49:26 id = 6 (machine1); Seed = 10417; Starting new sample
2019-01-16 02:49:37 id = 5 (machine1); Seed = 10413; Done (0)
2019-01-16 02:49:38 id = 5 (machine1); Seed = 10418; Starting new sample
2019-01-16 02:49:39 id = 1 (machine1); Seed = 10414; Done (0)
2019-01-16 02:49:39 id = 1 (machine1); Seed = 10419; Starting new sample
2019-01-16 02:49:49 id = 0 (machine1); Seed = 10411; Done (0)
2019-01-16 02:49:49 id = 0 (machine1); Seed = 10420; Starting new sample
2019-01-16 02:50:10 id = 3 (machine1); Seed = 10415; Done (0)
2019-01-16 02:50:10 id = 3 (machine1); Seed = 10421; Starting new sample
2019-01-16 02:50:26 id = 2 (machine1); Seed = 10416; Done (0)
2019-01-16 02:50:27 id = 2 (machine1); Seed = 10422; Starting new sample
2019-01-16 02:50:57 id = 1 (machine1); Seed = 10419; Done (0)
2019-01-16 02:50:58 id = 1 (machine1); Seed = 10423; Starting new sample
2019-01-16 02:51:02 id = 4 (machine1); Seed = 10412; Done (0)
2019-01-16 02:51:02 id = 4 (machine1); Seed = 10424; Starting new sample
2019-01-16 02:51:10 id = 5 (machine1); Seed = 10418; Done (0)
2019-01-16 02:51:10 id = 5 (machine1); Seed = 10425; Starting new sample
2019-01-16 02:51:15 id = 0 (machine1); Seed = 10420; Done (0)
2019-01-16 02:51:15 id = 0 (machine1); Seed = 10426; Starting new sample
2019-01-16 02:51:17 id = 6 (machine1); Seed = 10417; Done (0)
2019-01-16 02:51:17 id = 6 (machine1); Seed = 10427; Starting new sample
2019-01-16 02:51:27 id = 3 (machine1); Seed = 10421; Done (0)
2019-01-16 02:51:27 id = 3 (machine1); Seed = 10428; Starting new sample
2019-01-16 02:52:08 id = 2 (machine1); Seed = 10422; Done (0)
2019-01-16 02:52:08 id = 2 (machine1); Seed = 10429; Starting new sample
2019-01-16 02:52:09 id = 5 (machine1); Seed = 10425; Done (0)
2019-01-16 02:52:09 id = 5 (machine1); Seed = 10430; Starting new sample
2019-01-16 02:52:15 id = 1 (machine1); Seed = 10423; Done (0)
2019-01-16 02:52:15 id = 1 (machine1); Seed = 10431; Starting new sample
2019-01-16 02:52:16 id = 4 (machine1); Seed = 10424; Done (0)
2019-01-16 02:52:17 id = 4 (machine1); Seed = 10432; Starting new sample
2019-01-16 02:52:24 id = 0 (machine1); Seed = 10426; Done (0)
2019-01-16 02:52:24 id = 0 (machine1); Seed = 10433; Starting new sample
2019-01-16 02:53:04 id = 6 (machine1); Seed = 10427; Done (0)
2019-01-16 02:53:04 id = 6 (machine1); Seed = 10434; Starting new sample
2019-01-16 02:53:07 id = 5 (machine1); Seed = 10430; Done (0)
2019-01-16 02:53:08 id = 5 (machine1); Seed = 10435; Starting new sample
2019-01-16 02:53:09 id = 4 (machine1); Seed = 10432; Done (0)
2019-01-16 02:53:10 id = 4 (machine1); Seed = 10436; Starting new sample
2019-01-16 02:53:12 id = 2 (machine1); Seed = 10429; Done (0)
2019-01-16 02:53:13 id = 2 (machine1); Seed = 10437; Starting new sample
2019-01-16 02:53:21 id = 3 (machine1); Seed = 10428; Done (0)
2019-01-16 02:53:22 id = 3 (machine1); Seed = 10438; Starting new sample
2019-01-16 02:53:26 id = 0 (machine1); Seed = 10433; Done (0)
2019-01-16 02:53:26 id = 0 (machine1); Seed = 10439; Starting new sample
2019-01-16 02:53:47 id = 1 (machine1); Seed = 10431; Done (0)
2019-01-16 02:53:47 id = 1 (machine1); Seed = 10440; Starting new sample
2019-01-16 02:54:04 id = 6 (machine1); Seed = 10434; Done (0)
2019-01-16 02:54:04 id = 6 (machine1); Seed = 10441; Starting new sample
2019-01-16 02:54:12 id = 5 (machine1); Seed = 10435; Done (0)
2019-01-16 02:54:12 id = 5 (machine1); Seed = 10442; Starting new sample
2019-01-16 02:54:23 id = 0 (machine1); Seed = 10439; Done (0)
2019-01-16 02:54:23 id = 0 (machine1); Seed = 10443; Starting new sample
2019-01-16 02:54:28 id = 4 (machine1); Seed = 10436; Done (0)
2019-01-16 02:54:28 id = 4 (machine1); Seed = 10444; Starting new sample
2019-01-16 02:54:37 id = 1 (machine1); Seed = 10440; Done (0)
2019-01-16 02:54:38 id = 1 (machine1); Seed = 10445; Starting new sample
2019-01-16 02:54:43 id = 3 (machine1); Seed = 10438; Done (0)
2019-01-16 02:54:44 id = 3 (machine1); Seed = 10446; Starting new sample
2019-01-16 02:55:04 id = 6 (machine1); Seed = 10441; Done (0)
2019-01-16 02:55:04 id = 6 (machine1); Seed = 10447; Starting new sample
2019-01-16 02:55:24 id = 5 (machine1); Seed = 10442; Done (0)
2019-01-16 02:55:24 id = 5 (machine1); Seed = 10448; Starting new sample
2019-01-16 02:55:27 id = 0 (machine1); Seed = 10443; Done (0)
2019-01-16 02:55:27 id = 0 (machine1); Seed = 10449; Starting new sample
2019-01-16 02:55:29 id = 1 (machine1); Seed = 10445; Done (0)
2019-01-16 02:55:30 id = 1 (machine1); Seed = 10450; Starting new sample
2019-01-16 02:55:50 id = 4 (machine1); Seed = 10444; Done (0)
2019-01-16 02:55:50 id = 4 (machine1); Seed = 10451; Starting new sample
2019-01-16 02:55:54 id = 3 (machine1); Seed = 10446; Done (0)
2019-01-16 02:55:55 id = 3 (machine1); Seed = 10452; Starting new sample
2019-01-16 02:56:00 id = 6 (machine1); Seed = 10447; Done (0)
2019-01-16 02:56:00 id = 6 (machine1); Seed = 10453; Starting new sample
2019-01-16 02:56:29 id = 5 (machine1); Seed = 10448; Done (0)
2019-01-16 02:56:30 id = 5 (machine1); Seed = 10454; Starting new sample
2019-01-16 02:56:31 id = 1 (machine1); Seed = 10450; Done (0)
2019-01-16 02:56:31 id = 1 (machine1); Seed = 10455; Starting new sample
2019-01-16 02:56:39 id = 2 (machine1); Seed = 10437; Done (0)
2019-01-16 02:56:39 id = 2 (machine1); Seed = 10456; Starting new sample
2019-01-16 02:56:51 id = 0 (machine1); Seed = 10449; Done (0)
2019-01-16 02:56:52 id = 0 (machine1); Seed = 10457; Starting new sample
2019-01-16 02:56:55 id = 4 (machine1); Seed = 10451; Done (0)
2019-01-16 02:56:56 id = 4 (machine1); Seed = 10458; Starting new sample
2019-01-16 02:57:17 id = 3 (machine1); Seed = 10452; Done (0)
2019-01-16 02:57:18 id = 3 (machine1); Seed = 10459; Starting new sample
2019-01-16 02:57:21 id = 6 (machine1); Seed = 10453; Done (0)
2019-01-16 02:57:22 id = 6 (machine1); Seed = 10460; Starting new sample
2019-01-16 02:57:40 id = 5 (machine1); Seed = 10454; Done (0)
2019-01-16 02:57:40 id = 5 (machine1); Seed = 10461; Starting new sample
2019-01-16 02:57:50 id = 0 (machine1); Seed = 10457; Done (0)
2019-01-16 02:57:50 id = 0 (machine1); Seed = 10462; Starting new sample
2019-01-16 02:57:58 id = 1 (machine1); Seed = 10455; Done (0)
2019-01-16 02:57:59 id = 1 (machine1); Seed = 10463; Starting new sample
2019-01-16 02:58:06 id = 2 (machine1); Seed = 10456; Done (0)
2019-01-16 02:58:07 id = 2 (machine1); Seed = 10464; Starting new sample
2019-01-16 02:58:23 id = 3 (machine1); Seed = 10459; Done (0)
2019-01-16 02:58:24 id = 3 (machine1); Seed = 10465; Starting new sample
2019-01-16 02:58:39 id = 4 (machine1); Seed = 10458; Done (0)
2019-01-16 02:58:39 id = 4 (machine1); Seed = 10466; Starting new sample
2019-01-16 02:58:39 id = 6 (machine1); Seed = 10460; Done (0)
2019-01-16 02:58:40 id = 6 (machine1); Seed = 10467; Starting new sample
2019-01-16 02:58:45 id = 0 (machine1); Seed = 10462; Done (0)
2019-01-16 02:58:45 id = 0 (machine1); Seed = 10468; Starting new sample
2019-01-16 02:59:01 id = 1 (machine1); Seed = 10463; Done (0)
2019-01-16 02:59:02 id = 1 (machine1); Seed = 10469; Starting new sample
2019-01-16 02:59:11 id = 5 (machine1); Seed = 10461; Done (0)
2019-01-16 02:59:11 id = 5 (machine1); Seed = 10470; Starting new sample
2019-01-16 02:59:13 id = 2 (machine1); Seed = 10464; Done (0)
2019-01-16 02:59:14 id = 2 (machine1); Seed = 10471; Starting new sample
2019-01-16 02:59:28 id = 3 (machine1); Seed = 10465; Done (0)
2019-01-16 02:59:28 id = 3 (machine1); Seed = 10472; Starting new sample
2019-01-16 02:59:33 id = 4 (machine1); Seed = 10466; Done (0)
2019-01-16 02:59:34 id = 4 (machine1); Seed = 10473; Starting new sample
2019-01-16 02:59:35 id = 0 (machine1); Seed = 10468; Done (0)
2019-01-16 02:59:36 id = 0 (machine1); Seed = 10474; Starting new sample
2019-01-16 02:59:44 id = 6 (machine1); Seed = 10467; Done (0)
2019-01-16 02:59:45 id = 6 (machine1); Seed = 10475; Starting new sample
2019-01-16 02:59:57 id = 1 (machine1); Seed = 10469; Done (0)
2019-01-16 02:59:57 id = 1 (machine1); Seed = 10476; Starting new sample
2019-01-16 03:00:16 id = 5 (machine1); Seed = 10470; Done (0)
2019-01-16 03:00:16 id = 5 (machine1); Seed = 10477; Starting new sample
2019-01-16 03:00:18 id = 2 (machine1); Seed = 10471; Done (0)
2019-01-16 03:00:18 id = 2 (machine1); Seed = 10478; Starting new sample
2019-01-16 03:00:29 id = 3 (machine1); Seed = 10472; Done (0)
2019-01-16 03:00:30 id = 3 (machine1); Seed = 10479; Starting new sample
2019-01-16 03:00:38 id = 0 (machine1); Seed = 10474; Done (0)
2019-01-16 03:00:39 id = 0 (machine1); Seed = 10480; Starting new sample
2019-01-16 03:00:43 id = 4 (machine1); Seed = 10473; Done (0)
2019-01-16 03:00:44 id = 4 (machine1); Seed = 10481; Starting new sample
2019-01-16 03:00:53 id = 6 (machine1); Seed = 10475; Done (0)
2019-01-16 03:00:53 id = 6 (machine1); Seed = 10482; Starting new sample
2019-01-16 03:00:53 id = 1 (machine1); Seed = 10476; Done (0)
2019-01-16 03:00:54 id = 1 (machine1); Seed = 10483; Starting new sample
2019-01-16 03:01:20 id = 2 (machine1); Seed = 10478; Done (0)
2019-01-16 03:01:21 id = 2 (machine1); Seed = 10484; Starting new sample
2019-01-16 03:01:53 id = 6 (machine1); Seed = 10482; Done (0)
2019-01-16 03:01:54 id = 6 (machine1); Seed = 10485; Starting new sample
2019-01-16 03:01:59 id = 5 (machine1); Seed = 10477; Done (0)
2019-01-16 03:01:59 id = 5 (machine1); Seed = 10486; Starting new sample
2019-01-16 03:02:05 id = 1 (machine1); Seed = 10483; Done (0)
2019-01-16 03:02:05 id = 1 (machine1); Seed = 10487; Starting new sample
2019-01-16 03:02:06 id = 4 (machine1); Seed = 10481; Done (0)
2019-01-16 03:02:07 id = 4 (machine1); Seed = 10488; Starting new sample
2019-01-16 03:02:22 id = 0 (machine1); Seed = 10480; Done (0)
2019-01-16 03:02:23 id = 0 (machine1); Seed = 10489; Starting new sample
2019-01-16 03:02:29 id = 3 (machine1); Seed = 10479; Done (0)
2019-01-16 03:02:30 id = 3 (machine1); Seed = 10490; Starting new sample
2019-01-16 03:02:40 id = 2 (machine1); Seed = 10484; Done (0)
2019-01-16 03:02:41 id = 2 (machine1); Seed = 10491; Starting new sample
2019-01-16 03:03:07 id = 1 (machine1); Seed = 10487; Done (0)
2019-01-16 03:03:07 id = 1 (machine1); Seed = 10492; Starting new sample
2019-01-16 03:03:17 id = 4 (machine1); Seed = 10488; Done (0)
2019-01-16 03:03:18 id = 4 (machine1); Seed = 10493; Starting new sample
2019-01-16 03:03:20 id = 3 (machine1); Seed = 10490; Done (0)
2019-01-16 03:03:21 id = 3 (machine1); Seed = 10494; Starting new sample
2019-01-16 03:03:26 id = 5 (machine1); Seed = 10486; Done (0)
2019-01-16 03:03:27 id = 5 (machine1); Seed = 10495; Starting new sample
2019-01-16 03:03:35 id = 6 (machine1); Seed = 10485; Done (0)
2019-01-16 03:03:35 id = 6 (machine1); Seed = 10496; Starting new sample
2019-01-16 03:03:41 id = 2 (machine1); Seed = 10491; Done (0)
2019-01-16 03:03:41 id = 2 (machine1); Seed = 10497; Starting new sample
2019-01-16 03:04:02 id = 1 (machine1); Seed = 10492; Done (0)
2019-01-16 03:04:03 id = 1 (machine1); Seed = 10498; Starting new sample
2019-01-16 03:04:08 id = 4 (machine1); Seed = 10493; Done (0)
2019-01-16 03:04:09 id = 4 (machine1); Seed = 10499; Starting new sample
2019-01-16 03:04:19 id = 0 (machine1); Seed = 10489; Done (0)
2019-01-16 03:04:19 id = 0 (machine1); Seed = 10500; Starting new sample
2019-01-16 03:04:35 id = 3 (machine1); Seed = 10494; Done (0)
2019-01-16 03:04:36 id = 3 (machine1); Seed = 10501; Starting new sample
2019-01-16 03:04:36 id = 5 (machine1); Seed = 10495; Done (0)
2019-01-16 03:04:36 id = 5 (machine1); Seed = 10502; Starting new sample
2019-01-16 03:04:50 id = 2 (machine1); Seed = 10497; Done (0)
2019-01-16 03:04:51 id = 2 (machine1); Seed = 10503; Starting new sample
2019-01-16 03:05:08 id = 6 (machine1); Seed = 10496; Done (0)
2019-01-16 03:05:09 id = 6 (machine1); Seed = 10504; Starting new sample
2019-01-16 03:05:19 id = 1 (machine1); Seed = 10498; Done (0)
2019-01-16 03:05:20 id = 1 (machine1); Seed = 10505; Starting new sample
2019-01-16 03:05:27 id = 5 (machine1); Seed = 10502; Done (0)
2019-01-16 03:05:27 id = 5 (machine1); Seed = 10506; Starting new sample
2019-01-16 03:05:27 id = 0 (machine1); Seed = 10500; Done (0)
2019-01-16 03:05:28 id = 0 (machine1); Seed = 10507; Starting new sample
2019-01-16 03:05:33 id = 4 (machine1); Seed = 10499; Done (0)
2019-01-16 03:05:34 id = 4 (machine1); Seed = 10508; Starting new sample
2019-01-16 03:05:40 id = 3 (machine1); Seed = 10501; Done (0)
2019-01-16 03:05:40 id = 3 (machine1); Seed = 10509; Starting new sample
2019-01-16 03:06:15 id = 2 (machine1); Seed = 10503; Done (0)
2019-01-16 03:06:16 id = 2 (machine1); Seed = 10510; Starting new sample
2019-01-16 03:06:24 id = 5 (machine1); Seed = 10506; Done (0)
2019-01-16 03:06:25 id = 5 (machine1); Seed = 10511; Starting new sample
2019-01-16 03:06:32 id = 6 (machine1); Seed = 10504; Done (0)
2019-01-16 03:06:33 id = 6 (machine1); Seed = 10512; Starting new sample
2019-01-16 03:06:34 id = 1 (machine1); Seed = 10505; Done (0)
2019-01-16 03:06:35 id = 1 (machine1); Seed = 10513; Starting new sample
2019-01-16 03:06:37 id = 0 (machine1); Seed = 10507; Done (0)
2019-01-16 03:06:37 id = 0 (machine1); Seed = 10514; Starting new sample
2019-01-16 03:06:40 id = 4 (machine1); Seed = 10508; Done (0)
2019-01-16 03:06:40 id = 4 (machine1); Seed = 10515; Starting new sample
2019-01-16 03:06:56 id = 3 (machine1); Seed = 10509; Done (0)
2019-01-16 03:06:57 id = 3 (machine1); Seed = 10516; Starting new sample
2019-01-16 03:07:13 id = 6 (machine1); Seed = 10512; Done (0)
2019-01-16 03:07:14 id = 6 (machine1); Seed = 10517; Starting new sample
2019-01-16 03:07:18 id = 2 (machine1); Seed = 10510; Done (0)
2019-01-16 03:07:18 id = 2 (machine1); Seed = 10518; Starting new sample
2019-01-16 03:07:31 id = 4 (machine1); Seed = 10515; Done (0)
2019-01-16 03:07:31 id = 4 (machine1); Seed = 10519; Starting new sample
2019-01-16 03:07:33 id = 0 (machine1); Seed = 10514; Done (0)
2019-01-16 03:07:34 id = 0 (machine1); Seed = 10520; Starting new sample
2019-01-16 03:07:34 id = 1 (machine1); Seed = 10513; Done (0)
2019-01-16 03:07:34 id = 1 (machine1); Seed = 10521; Starting new sample
2019-01-16 03:08:19 id = 5 (machine1); Seed = 10511; Done (0)
2019-01-16 03:08:20 id = 5 (machine1); Seed = 10522; Starting new sample
2019-01-16 03:08:22 id = 2 (machine1); Seed = 10518; Done (0)
2019-01-16 03:08:22 id = 2 (machine1); Seed = 10523; Starting new sample
2019-01-16 03:08:24 id = 6 (machine1); Seed = 10517; Done (0)
2019-01-16 03:08:24 id = 6 (machine1); Seed = 10524; Starting new sample
2019-01-16 03:08:30 id = 3 (machine1); Seed = 10516; Done (0)
2019-01-16 03:08:30 id = 3 (machine1); Seed = 10525; Starting new sample
2019-01-16 03:08:32 id = 1 (machine1); Seed = 10521; Done (0)
2019-01-16 03:08:32 id = 1 (machine1); Seed = 10526; Starting new sample
2019-01-16 03:08:36 id = 4 (machine1); Seed = 10519; Done (0)
2019-01-16 03:08:36 id = 4 (machine1); Seed = 10527; Starting new sample
2019-01-16 03:08:50 id = 0 (machine1); Seed = 10520; Done (0)
2019-01-16 03:08:50 id = 0 (machine1); Seed = 10528; Starting new sample
2019-01-16 03:09:23 id = 3 (machine1); Seed = 10525; Done (0)
2019-01-16 03:09:23 id = 3 (machine1); Seed = 10529; Starting new sample
2019-01-16 03:09:30 id = 2 (machine1); Seed = 10523; Done (0)
2019-01-16 03:09:30 id = 2 (machine1); Seed = 10530; Starting new sample
2019-01-16 03:09:41 id = 5 (machine1); Seed = 10522; Done (0)
2019-01-16 03:09:41 id = 5 (machine1); Seed = 10531; Starting new sample
2019-01-16 03:09:46 id = 4 (machine1); Seed = 10527; Done (0)
