2019-01-13 19:13:36 ===== Starting: ShallowRedExperiment =====
2019-01-13 19:13:47 Run
2019-01-13 19:13:47 id = 5 (machine1); Seed = 0; Starting new sample
2019-01-14 05:56:22 id = 4 (machine1); Seed = 2081; Done (0)
2019-01-14 05:56:22 id = 4 (machine1); Seed = 2087; Starting new sample
2019-01-14 05:56:45 id = 1 (machine1); Seed = 2082; Done (0)
2019-01-14 05:56:45 id = 1 (machine1); Seed = 2088; Starting new sample
2019-01-14 05:56:46 id = 3 (machine1); Seed = 2084; Done (0)
2019-01-14 05:56:46 id = 3 (machine1); Seed = 2089; Starting new sample
2019-01-14 05:56:50 id = 0 (machine1); Seed = 2083; Done (0)
2019-01-14 05:56:50 id = 0 (machine1); Seed = 2090; Starting new sample
2019-01-14 05:57:21 id = 2 (machine1); Seed = 2086; Done (0)
2019-01-14 05:57:21 id = 2 (machine1); Seed = 2091; Starting new sample
2019-01-14 05:57:23 id = 5 (machine1); Seed = 2085; Done (0)
2019-01-14 05:57:23 id = 5 (machine1); Seed = 2092; Starting new sample
2019-01-14 05:57:25 id = 4 (machine1); Seed = 2087; Done (0)
2019-01-14 05:57:25 id = 4 (machine1); Seed = 2093; Starting new sample
2019-01-14 05:57:41 id = 3 (machine1); Seed = 2089; Done (0)
2019-01-14 05:57:41 id = 3 (machine1); Seed = 2094; Starting new sample
2019-01-14 05:57:54 id = 1 (machine1); Seed = 2088; Done (0)
2019-01-14 05:57:54 id = 1 (machine1); Seed = 2095; Starting new sample
2019-01-14 05:57:57 id = 0 (machine1); Seed = 2090; Done (0)
2019-01-14 05:57:57 id = 0 (machine1); Seed = 2096; Starting new sample
2019-01-14 05:58:12 id = 4 (machine1); Seed = 2093; Done (0)
2019-01-14 05:58:12 id = 4 (machine1); Seed = 2097; Starting new sample
2019-01-14 05:58:20 id = 5 (machine1); Seed = 2092; Done (0)
2019-01-14 05:58:20 id = 5 (machine1); Seed = 2098; Starting new sample
2019-01-14 05:58:26 id = 2 (machine1); Seed = 2091; Done (0)
2019-01-14 05:58:26 id = 2 (machine1); Seed = 2099; Starting new sample
2019-01-14 05:58:31 id = 3 (machine1); Seed = 2094; Done (0)
2019-01-14 05:58:31 id = 3 (machine1); Seed = 2100; Starting new sample
2019-01-14 05:59:05 id = 0 (machine1); Seed = 2096; Done (0)
2019-01-14 05:59:05 id = 0 (machine1); Seed = 2101; Starting new sample
2019-01-14 05:59:09 id = 4 (machine1); Seed = 2097; Done (0)
2019-01-14 05:59:09 id = 4 (machine1); Seed = 2102; Starting new sample
2019-01-14 05:59:14 id = 1 (machine1); Seed = 2095; Done (0)
2019-01-14 05:59:14 id = 1 (machine1); Seed = 2103; Starting new sample
2019-01-14 05:59:28 id = 3 (machine1); Seed = 2100; Done (0)
2019-01-14 05:59:28 id = 3 (machine1); Seed = 2104; Starting new sample
2019-01-14 05:59:31 id = 2 (machine1); Seed = 2099; Done (0)
2019-01-14 05:59:31 id = 2 (machine1); Seed = 2105; Starting new sample
2019-01-14 06:00:03 id = 1 (machine1); Seed = 2103; Done (0)
2019-01-14 06:00:03 id = 1 (machine1); Seed = 2106; Starting new sample
2019-01-14 06:00:05 id = 0 (machine1); Seed = 2101; Done (0)
2019-01-14 06:00:05 id = 0 (machine1); Seed = 2107; Starting new sample
2019-01-14 06:00:11 id = 3 (machine1); Seed = 2104; Done (0)
2019-01-14 06:00:11 id = 3 (machine1); Seed = 2108; Starting new sample
2019-01-14 06:00:19 id = 4 (machine1); Seed = 2102; Done (0)
2019-01-14 06:00:19 id = 4 (machine1); Seed = 2109; Starting new sample
2019-01-14 06:00:22 id = 2 (machine1); Seed = 2105; Done (0)
2019-01-14 06:00:22 id = 2 (machine1); Seed = 2110; Starting new sample
2019-01-14 06:00:31 id = 5 (machine1); Seed = 2098; Done (0)
2019-01-14 06:00:31 id = 5 (machine1); Seed = 2111; Starting new sample
2019-01-14 06:01:04 id = 1 (machine1); Seed = 2106; Done (0)
2019-01-14 06:01:04 id = 1 (machine1); Seed = 2112; Starting new sample
2019-01-14 06:01:09 id = 3 (machine1); Seed = 2108; Done (0)
2019-01-14 06:01:09 id = 3 (machine1); Seed = 2113; Starting new sample
2019-01-14 06:01:28 id = 5 (machine1); Seed = 2111; Done (0)
2019-01-14 06:01:28 id = 5 (machine1); Seed = 2114; Starting new sample
2019-01-14 06:01:31 id = 4 (machine1); Seed = 2109; Done (0)
2019-01-14 06:01:31 id = 4 (machine1); Seed = 2115; Starting new sample
2019-01-14 06:01:36 id = 0 (machine1); Seed = 2107; Done (0)
2019-01-14 06:01:37 id = 0 (machine1); Seed = 2116; Starting new sample
2019-01-14 06:01:49 id = 1 (machine1); Seed = 2112; Done (0)
2019-01-14 06:01:49 id = 1 (machine1); Seed = 2117; Starting new sample
2019-01-14 06:01:49 id = 2 (machine1); Seed = 2110; Done (0)
2019-01-14 06:01:49 id = 2 (machine1); Seed = 2118; Starting new sample
2019-01-14 06:02:18 id = 5 (machine1); Seed = 2114; Done (0)
2019-01-14 06:02:18 id = 5 (machine1); Seed = 2119; Starting new sample
2019-01-14 06:02:27 id = 3 (machine1); Seed = 2113; Done (0)
2019-01-14 06:02:27 id = 3 (machine1); Seed = 2120; Starting new sample
2019-01-14 06:02:32 id = 0 (machine1); Seed = 2116; Done (0)
2019-01-14 06:02:32 id = 0 (machine1); Seed = 2121; Starting new sample
2019-01-14 06:02:58 id = 1 (machine1); Seed = 2117; Done (0)
2019-01-14 06:02:58 id = 1 (machine1); Seed = 2122; Starting new sample
2019-01-14 06:02:58 id = 4 (machine1); Seed = 2115; Done (0)
2019-01-14 06:02:59 id = 4 (machine1); Seed = 2123; Starting new sample
2019-01-14 06:03:17 id = 5 (machine1); Seed = 2119; Done (0)
2019-01-14 06:03:17 id = 5 (machine1); Seed = 2124; Starting new sample
2019-01-14 06:03:27 id = 3 (machine1); Seed = 2120; Done (0)
2019-01-14 06:03:27 id = 3 (machine1); Seed = 2125; Starting new sample
2019-01-14 06:03:54 id = 0 (machine1); Seed = 2121; Done (0)
2019-01-14 06:03:54 id = 0 (machine1); Seed = 2126; Starting new sample
2019-01-14 06:04:03 id = 4 (machine1); Seed = 2123; Done (0)
2019-01-14 06:04:03 id = 4 (machine1); Seed = 2127; Starting new sample
2019-01-14 06:04:14 id = 1 (machine1); Seed = 2122; Done (0)
2019-01-14 06:04:14 id = 1 (machine1); Seed = 2128; Starting new sample
2019-01-14 06:04:25 id = 5 (machine1); Seed = 2124; Done (0)
2019-01-14 06:04:25 id = 5 (machine1); Seed = 2129; Starting new sample
2019-01-14 06:04:33 id = 3 (machine1); Seed = 2125; Done (0)
2019-01-14 06:04:33 id = 3 (machine1); Seed = 2130; Starting new sample
2019-01-14 06:04:44 id = 2 (machine1); Seed = 2118; Done (0)
2019-01-14 06:04:44 id = 2 (machine1); Seed = 2131; Starting new sample
2019-01-14 06:04:52 id = 0 (machine1); Seed = 2126; Done (0)
2019-01-14 06:04:52 id = 0 (machine1); Seed = 2132; Starting new sample
2019-01-14 06:04:57 id = 4 (machine1); Seed = 2127; Done (0)
2019-01-14 06:04:57 id = 4 (machine1); Seed = 2133; Starting new sample
2019-01-14 06:05:21 id = 5 (machine1); Seed = 2129; Done (0)
2019-01-14 06:05:21 id = 5 (machine1); Seed = 2134; Starting new sample
2019-01-14 06:05:23 id = 1 (machine1); Seed = 2128; Done (0)
2019-01-14 06:05:23 id = 1 (machine1); Seed = 2135; Starting new sample
2019-01-14 06:05:25 id = 0 (machine1); Seed = 2132; Done (0)
2019-01-14 06:05:25 id = 0 (machine1); Seed = 2136; Starting new sample
2019-01-14 06:05:37 id = 2 (machine1); Seed = 2131; Done (0)
2019-01-14 06:05:37 id = 2 (machine1); Seed = 2137; Starting new sample
2019-01-14 06:05:37 id = 3 (machine1); Seed = 2130; Done (0)
2019-01-14 06:05:37 id = 3 (machine1); Seed = 2138; Starting new sample
2019-01-14 06:05:58 id = 4 (machine1); Seed = 2133; Done (0)
2019-01-14 06:05:58 id = 4 (machine1); Seed = 2139; Starting new sample
2019-01-14 06:06:06 id = 1 (machine1); Seed = 2135; Done (0)
2019-01-14 06:06:06 id = 1 (machine1); Seed = 2140; Starting new sample
2019-01-14 06:06:25 id = 0 (machine1); Seed = 2136; Done (0)
2019-01-14 06:06:25 id = 0 (machine1); Seed = 2141; Starting new sample
2019-01-14 06:06:28 id = 2 (machine1); Seed = 2137; Done (0)
2019-01-14 06:06:28 id = 2 (machine1); Seed = 2142; Starting new sample
2019-01-14 06:06:33 id = 5 (machine1); Seed = 2134; Done (0)
2019-01-14 06:06:33 id = 5 (machine1); Seed = 2143; Starting new sample
2019-01-14 06:06:45 id = 3 (machine1); Seed = 2138; Done (0)
2019-01-14 06:06:45 id = 3 (machine1); Seed = 2144; Starting new sample
2019-01-14 06:07:09 id = 1 (machine1); Seed = 2140; Done (0)
2019-01-14 06:07:09 id = 1 (machine1); Seed = 2145; Starting new sample
2019-01-14 06:07:11 id = 4 (machine1); Seed = 2139; Done (0)
2019-01-14 06:07:11 id = 4 (machine1); Seed = 2146; Starting new sample
2019-01-14 06:07:17 id = 2 (machine1); Seed = 2142; Done (0)
2019-01-14 06:07:17 id = 2 (machine1); Seed = 2147; Starting new sample
2019-01-14 06:07:34 id = 5 (machine1); Seed = 2143; Done (0)
2019-01-14 06:07:34 id = 5 (machine1); Seed = 2148; Starting new sample
2019-01-14 06:07:42 id = 0 (machine1); Seed = 2141; Done (0)
2019-01-14 06:07:42 id = 0 (machine1); Seed = 2149; Starting new sample
2019-01-14 06:08:15 id = 1 (machine1); Seed = 2145; Done (0)
2019-01-14 06:08:15 id = 1 (machine1); Seed = 2150; Starting new sample
2019-01-14 06:08:23 id = 4 (machine1); Seed = 2146; Done (0)
2019-01-14 06:08:23 id = 4 (machine1); Seed = 2151; Starting new sample
2019-01-14 06:08:26 id = 2 (machine1); Seed = 2147; Done (0)
2019-01-14 06:08:26 id = 2 (machine1); Seed = 2152; Starting new sample
2019-01-14 06:08:29 id = 0 (machine1); Seed = 2149; Done (0)
2019-01-14 06:08:29 id = 0 (machine1); Seed = 2153; Starting new sample
2019-01-14 06:08:48 id = 5 (machine1); Seed = 2148; Done (0)
2019-01-14 06:08:48 id = 5 (machine1); Seed = 2154; Starting new sample
2019-01-14 06:08:50 id = 1 (machine1); Seed = 2150; Done (0)
2019-01-14 06:08:50 id = 1 (machine1); Seed = 2155; Starting new sample
2019-01-14 06:09:21 id = 4 (machine1); Seed = 2151; Done (0)
2019-01-14 06:09:21 id = 4 (machine1); Seed = 2156; Starting new sample
2019-01-14 06:09:38 id = 2 (machine1); Seed = 2152; Done (0)
2019-01-14 06:09:38 id = 2 (machine1); Seed = 2157; Starting new sample
2019-01-14 06:09:49 id = 3 (machine1); Seed = 2144; Done (0)
2019-01-14 06:09:49 id = 3 (machine1); Seed = 2158; Starting new sample
2019-01-14 06:09:52 id = 1 (machine1); Seed = 2155; Done (0)
2019-01-14 06:09:52 id = 1 (machine1); Seed = 2159; Starting new sample
2019-01-14 06:10:00 id = 5 (machine1); Seed = 2154; Done (0)
2019-01-14 06:10:00 id = 5 (machine1); Seed = 2160; Starting new sample
2019-01-14 06:10:16 id = 0 (machine1); Seed = 2153; Done (0)
2019-01-14 06:10:16 id = 0 (machine1); Seed = 2161; Starting new sample
2019-01-14 06:10:37 id = 3 (machine1); Seed = 2158; Done (0)
2019-01-14 06:10:37 id = 3 (machine1); Seed = 2162; Starting new sample
2019-01-14 06:10:42 id = 2 (machine1); Seed = 2157; Done (0)
2019-01-14 06:10:42 id = 2 (machine1); Seed = 2163; Starting new sample
2019-01-14 06:10:43 id = 4 (machine1); Seed = 2156; Done (0)
2019-01-14 06:10:43 id = 4 (machine1); Seed = 2164; Starting new sample
2019-01-14 06:10:55 id = 1 (machine1); Seed = 2159; Done (0)
2019-01-14 06:10:55 id = 1 (machine1); Seed = 2165; Starting new sample
2019-01-14 06:11:01 id = 5 (machine1); Seed = 2160; Done (0)
2019-01-14 06:11:01 id = 5 (machine1); Seed = 2166; Starting new sample
2019-01-14 06:11:28 id = 3 (machine1); Seed = 2162; Done (0)
2019-01-14 06:11:28 id = 3 (machine1); Seed = 2167; Starting new sample
2019-01-14 06:11:30 id = 0 (machine1); Seed = 2161; Done (0)
2019-01-14 06:11:30 id = 0 (machine1); Seed = 2168; Starting new sample
2019-01-14 06:11:35 id = 4 (machine1); Seed = 2164; Done (0)
2019-01-14 06:11:35 id = 4 (machine1); Seed = 2169; Starting new sample
2019-01-14 06:11:49 id = 2 (machine1); Seed = 2163; Done (0)
2019-01-14 06:11:49 id = 2 (machine1); Seed = 2170; Starting new sample
2019-01-14 06:11:49 id = 5 (machine1); Seed = 2166; Done (0)
2019-01-14 06:11:49 id = 5 (machine1); Seed = 2171; Starting new sample
2019-01-14 06:12:10 id = 1 (machine1); Seed = 2165; Done (0)
2019-01-14 06:12:10 id = 1 (machine1); Seed = 2172; Starting new sample
2019-01-14 06:12:11 id = 3 (machine1); Seed = 2167; Done (0)
2019-01-14 06:12:11 id = 3 (machine1); Seed = 2173; Starting new sample
2019-01-14 06:12:21 id = 0 (machine1); Seed = 2168; Done (0)
2019-01-14 06:12:21 id = 0 (machine1); Seed = 2174; Starting new sample
2019-01-14 06:12:41 id = 4 (machine1); Seed = 2169; Done (0)
2019-01-14 06:12:41 id = 4 (machine1); Seed = 2175; Starting new sample
2019-01-14 06:12:42 id = 5 (machine1); Seed = 2171; Done (0)
2019-01-14 06:12:42 id = 5 (machine1); Seed = 2176; Starting new sample
2019-01-14 06:12:44 id = 2 (machine1); Seed = 2170; Done (0)
2019-01-14 06:12:44 id = 2 (machine1); Seed = 2177; Starting new sample
2019-01-14 06:13:06 id = 3 (machine1); Seed = 2173; Done (0)
2019-01-14 06:13:06 id = 3 (machine1); Seed = 2178; Starting new sample
2019-01-14 06:13:16 id = 0 (machine1); Seed = 2174; Done (0)
2019-01-14 06:13:16 id = 0 (machine1); Seed = 2179; Starting new sample
2019-01-14 06:13:30 id = 1 (machine1); Seed = 2172; Done (0)
2019-01-14 06:13:30 id = 1 (machine1); Seed = 2180; Starting new sample
2019-01-14 06:13:41 id = 2 (machine1); Seed = 2177; Done (0)
2019-01-14 06:13:41 id = 2 (machine1); Seed = 2181; Starting new sample
2019-01-14 06:13:51 id = 4 (machine1); Seed = 2175; Done (0)
2019-01-14 06:13:51 id = 4 (machine1); Seed = 2182; Starting new sample
2019-01-14 06:14:02 id = 0 (machine1); Seed = 2179; Done (0)
2019-01-14 06:14:02 id = 0 (machine1); Seed = 2183; Starting new sample
2019-01-14 06:14:06 id = 5 (machine1); Seed = 2176; Done (0)
2019-01-14 06:14:06 id = 5 (machine1); Seed = 2184; Starting new sample
2019-01-14 06:14:14 id = 1 (machine1); Seed = 2180; Done (0)
2019-01-14 06:14:15 id = 1 (machine1); Seed = 2185; Starting new sample
2019-01-14 06:14:26 id = 3 (machine1); Seed = 2178; Done (0)
2019-01-14 06:14:26 id = 3 (machine1); Seed = 2186; Starting new sample
2019-01-14 06:14:34 id = 4 (machine1); Seed = 2182; Done (0)
2019-01-14 06:14:34 id = 4 (machine1); Seed = 2187; Starting new sample
2019-01-14 06:15:05 id = 0 (machine1); Seed = 2183; Done (0)
2019-01-14 06:15:05 id = 0 (machine1); Seed = 2188; Starting new sample
2019-01-14 06:15:11 id = 3 (machine1); Seed = 2186; Done (0)
2019-01-14 06:15:11 id = 3 (machine1); Seed = 2189; Starting new sample
2019-01-14 06:15:28 id = 5 (machine1); Seed = 2184; Done (0)
2019-01-14 06:15:28 id = 5 (machine1); Seed = 2190; Starting new sample
2019-01-14 06:16:05 id = 3 (machine1); Seed = 2189; Done (0)
2019-01-14 06:16:05 id = 3 (machine1); Seed = 2191; Starting new sample
2019-01-14 06:16:12 id = 0 (machine1); Seed = 2188; Done (0)
2019-01-14 06:16:12 id = 0 (machine1); Seed = 2192; Starting new sample
2019-01-14 06:16:18 id = 2 (machine1); Seed = 2181; Done (0)
2019-01-14 06:16:18 id = 2 (machine1); Seed = 2193; Starting new sample
2019-01-14 06:16:18 id = 1 (machine1); Seed = 2185; Done (0)
2019-01-14 06:16:18 id = 1 (machine1); Seed = 2194; Starting new sample
2019-01-14 06:16:27 id = 5 (machine1); Seed = 2190; Done (0)
2019-01-14 06:16:27 id = 5 (machine1); Seed = 2195; Starting new sample
2019-01-14 06:16:28 id = 4 (machine1); Seed = 2187; Done (0)
2019-01-14 06:16:28 id = 4 (machine1); Seed = 2196; Starting new sample
2019-01-14 06:17:10 id = 0 (machine1); Seed = 2192; Done (0)
2019-01-14 06:17:10 id = 0 (machine1); Seed = 2197; Starting new sample
2019-01-14 06:17:13 id = 1 (machine1); Seed = 2194; Done (0)
2019-01-14 06:17:13 id = 1 (machine1); Seed = 2198; Starting new sample
2019-01-14 06:17:30 id = 2 (machine1); Seed = 2193; Done (0)
2019-01-14 06:17:30 id = 2 (machine1); Seed = 2199; Starting new sample
2019-01-14 06:17:31 id = 5 (machine1); Seed = 2195; Done (0)
2019-01-14 06:17:31 id = 5 (machine1); Seed = 2200; Starting new sample
2019-01-14 06:18:01 id = 3 (machine1); Seed = 2191; Done (0)
2019-01-14 06:18:01 id = 3 (machine1); Seed = 2201; Starting new sample
2019-01-14 06:18:12 id = 1 (machine1); Seed = 2198; Done (0)
2019-01-14 06:18:12 id = 1 (machine1); Seed = 2202; Starting new sample
2019-01-14 06:18:17 id = 0 (machine1); Seed = 2197; Done (0)
2019-01-14 06:18:17 id = 0 (machine1); Seed = 2203; Starting new sample
2019-01-14 06:18:24 id = 4 (machine1); Seed = 2196; Done (0)
2019-01-14 06:18:24 id = 4 (machine1); Seed = 2204; Starting new sample
2019-01-14 06:18:26 id = 2 (machine1); Seed = 2199; Done (0)
2019-01-14 06:18:26 id = 2 (machine1); Seed = 2205; Starting new sample
2019-01-14 06:18:44 id = 5 (machine1); Seed = 2200; Done (0)
2019-01-14 06:18:44 id = 5 (machine1); Seed = 2206; Starting new sample
2019-01-14 06:19:03 id = 1 (machine1); Seed = 2202; Done (0)
2019-01-14 06:19:03 id = 1 (machine1); Seed = 2207; Starting new sample
2019-01-14 06:19:17 id = 3 (machine1); Seed = 2201; Done (0)
2019-01-14 06:19:17 id = 3 (machine1); Seed = 2208; Starting new sample
2019-01-14 06:19:22 id = 0 (machine1); Seed = 2203; Done (0)
2019-01-14 06:19:22 id = 0 (machine1); Seed = 2209; Starting new sample
2019-01-14 06:19:30 id = 2 (machine1); Seed = 2205; Done (0)
2019-01-14 06:19:30 id = 2 (machine1); Seed = 2210; Starting new sample
2019-01-14 06:20:10 id = 1 (machine1); Seed = 2207; Done (0)
2019-01-14 06:20:10 id = 1 (machine1); Seed = 2211; Starting new sample
2019-01-14 06:20:10 id = 3 (machine1); Seed = 2208; Done (0)
2019-01-14 06:20:10 id = 3 (machine1); Seed = 2212; Starting new sample
2019-01-14 06:20:11 id = 5 (machine1); Seed = 2206; Done (0)
2019-01-14 06:20:11 id = 5 (machine1); Seed = 2213; Starting new sample
2019-01-14 06:20:30 id = 2 (machine1); Seed = 2210; Done (0)
2019-01-14 06:20:31 id = 2 (machine1); Seed = 2214; Starting new sample
2019-01-14 06:20:34 id = 0 (machine1); Seed = 2209; Done (0)
2019-01-14 06:20:34 id = 0 (machine1); Seed = 2215; Starting new sample
2019-01-14 06:20:35 id = 4 (machine1); Seed = 2204; Done (0)
2019-01-14 06:20:35 id = 4 (machine1); Seed = 2216; Starting new sample
2019-01-14 06:21:12 id = 1 (machine1); Seed = 2211; Done (0)
2019-01-14 06:21:12 id = 1 (machine1); Seed = 2217; Starting new sample
2019-01-14 06:21:22 id = 5 (machine1); Seed = 2213; Done (0)
2019-01-14 06:21:22 id = 5 (machine1); Seed = 2218; Starting new sample
2019-01-14 06:21:23 id = 3 (machine1); Seed = 2212; Done (0)
2019-01-14 06:21:23 id = 3 (machine1); Seed = 2219; Starting new sample
2019-01-14 06:21:41 id = 4 (machine1); Seed = 2216; Done (0)
2019-01-14 06:21:41 id = 4 (machine1); Seed = 2220; Starting new sample
2019-01-14 06:21:46 id = 0 (machine1); Seed = 2215; Done (0)
2019-01-14 06:21:46 id = 0 (machine1); Seed = 2221; Starting new sample
2019-01-14 06:22:05 id = 3 (machine1); Seed = 2219; Done (0)
2019-01-14 06:22:05 id = 3 (machine1); Seed = 2222; Starting new sample
2019-01-14 06:22:08 id = 2 (machine1); Seed = 2214; Done (0)
2019-01-14 06:22:08 id = 2 (machine1); Seed = 2223; Starting new sample
2019-01-14 06:22:15 id = 1 (machine1); Seed = 2217; Done (0)
2019-01-14 06:22:15 id = 1 (machine1); Seed = 2224; Starting new sample
2019-01-14 06:22:20 id = 5 (machine1); Seed = 2218; Done (0)
2019-01-14 06:22:20 id = 5 (machine1); Seed = 2225; Starting new sample
2019-01-14 06:22:43 id = 0 (machine1); Seed = 2221; Done (0)
2019-01-14 06:22:43 id = 0 (machine1); Seed = 2226; Starting new sample
2019-01-14 06:23:05 id = 4 (machine1); Seed = 2220; Done (0)
2019-01-14 06:23:05 id = 4 (machine1); Seed = 2227; Starting new sample
2019-01-14 06:23:13 id = 5 (machine1); Seed = 2225; Done (0)
2019-01-14 06:23:13 id = 5 (machine1); Seed = 2228; Starting new sample
2019-01-14 06:23:17 id = 1 (machine1); Seed = 2224; Done (0)
2019-01-14 06:23:17 id = 1 (machine1); Seed = 2229; Starting new sample
2019-01-14 06:23:25 id = 2 (machine1); Seed = 2223; Done (0)
2019-01-14 06:23:25 id = 2 (machine1); Seed = 2230; Starting new sample
2019-01-14 06:23:32 id = 3 (machine1); Seed = 2222; Done (0)
2019-01-14 06:23:32 id = 3 (machine1); Seed = 2231; Starting new sample
2019-01-14 06:23:45 id = 0 (machine1); Seed = 2226; Done (0)
2019-01-14 06:23:45 id = 0 (machine1); Seed = 2232; Starting new sample
2019-01-14 06:23:59 id = 2 (machine1); Seed = 2230; Done (0)
2019-01-14 06:23:59 id = 2 (machine1); Seed = 2233; Starting new sample
2019-01-14 06:24:21 id = 1 (machine1); Seed = 2229; Done (0)
2019-01-14 06:24:21 id = 1 (machine1); Seed = 2234; Starting new sample
2019-01-14 06:24:31 id = 5 (machine1); Seed = 2228; Done (0)
2019-01-14 06:24:32 id = 5 (machine1); Seed = 2235; Starting new sample
2019-01-14 06:24:42 id = 2 (machine1); Seed = 2233; Done (0)
2019-01-14 06:24:42 id = 2 (machine1); Seed = 2236; Starting new sample
2019-01-14 06:24:45 id = 4 (machine1); Seed = 2227; Done (0)
2019-01-14 06:24:45 id = 4 (machine1); Seed = 2237; Starting new sample
2019-01-14 06:24:48 id = 3 (machine1); Seed = 2231; Done (0)
2019-01-14 06:24:48 id = 3 (machine1); Seed = 2238; Starting new sample
2019-01-14 06:24:53 id = 0 (machine1); Seed = 2232; Done (0)
2019-01-14 06:24:53 id = 0 (machine1); Seed = 2239; Starting new sample
2019-01-14 06:25:09 id = 5 (machine1); Seed = 2235; Done (0)
2019-01-14 06:25:09 id = 5 (machine1); Seed = 2240; Starting new sample
2019-01-14 06:25:16 id = 1 (machine1); Seed = 2234; Done (0)
2019-01-14 06:25:16 id = 1 (machine1); Seed = 2241; Starting new sample
2019-01-14 06:25:49 id = 4 (machine1); Seed = 2237; Done (0)
2019-01-14 06:25:49 id = 4 (machine1); Seed = 2242; Starting new sample
2019-01-14 06:25:51 id = 0 (machine1); Seed = 2239; Done (0)
2019-01-14 06:25:51 id = 0 (machine1); Seed = 2243; Starting new sample
2019-01-14 06:25:55 id = 2 (machine1); Seed = 2236; Done (0)
2019-01-14 06:25:55 id = 2 (machine1); Seed = 2244; Starting new sample
2019-01-14 06:25:59 id = 3 (machine1); Seed = 2238; Done (0)
2019-01-14 06:25:59 id = 3 (machine1); Seed = 2245; Starting new sample
2019-01-14 06:26:02 id = 1 (machine1); Seed = 2241; Done (0)
2019-01-14 06:26:02 id = 1 (machine1); Seed = 2246; Starting new sample
2019-01-14 06:26:06 id = 5 (machine1); Seed = 2240; Done (0)
2019-01-14 06:26:06 id = 5 (machine1); Seed = 2247; Starting new sample
2019-01-14 06:26:43 id = 4 (machine1); Seed = 2242; Done (0)
2019-01-14 06:26:43 id = 4 (machine1); Seed = 2248; Starting new sample
2019-01-14 06:26:58 id = 0 (machine1); Seed = 2243; Done (0)
2019-01-14 06:26:58 id = 0 (machine1); Seed = 2249; Starting new sample
2019-01-14 06:27:08 id = 2 (machine1); Seed = 2244; Done (0)
2019-01-14 06:27:08 id = 2 (machine1); Seed = 2250; Starting new sample
2019-01-14 06:27:12 id = 5 (machine1); Seed = 2247; Done (0)
2019-01-14 06:27:12 id = 5 (machine1); Seed = 2251; Starting new sample
2019-01-14 06:27:24 id = 3 (machine1); Seed = 2245; Done (0)
2019-01-14 06:27:24 id = 3 (machine1); Seed = 2252; Starting new sample
2019-01-14 06:27:50 id = 0 (machine1); Seed = 2249; Done (0)
2019-01-14 06:27:50 id = 0 (machine1); Seed = 2253; Starting new sample
2019-01-14 06:27:58 id = 5 (machine1); Seed = 2251; Done (0)
2019-01-14 06:27:58 id = 5 (machine1); Seed = 2254; Starting new sample
2019-01-14 06:28:10 id = 1 (machine1); Seed = 2246; Done (0)
2019-01-14 06:28:10 id = 1 (machine1); Seed = 2255; Starting new sample
2019-01-14 06:28:21 id = 3 (machine1); Seed = 2252; Done (0)
2019-01-14 06:28:21 id = 3 (machine1); Seed = 2256; Starting new sample
2019-01-14 06:28:21 id = 2 (machine1); Seed = 2250; Done (0)
2019-01-14 06:28:21 id = 2 (machine1); Seed = 2257; Starting new sample
2019-01-14 06:28:36 id = 4 (machine1); Seed = 2248; Done (0)
2019-01-14 06:28:36 id = 4 (machine1); Seed = 2258; Starting new sample
2019-01-14 06:28:58 id = 5 (machine1); Seed = 2254; Done (0)
2019-01-14 06:28:58 id = 5 (machine1); Seed = 2259; Starting new sample
2019-01-14 06:29:04 id = 0 (machine1); Seed = 2253; Done (0)
2019-01-14 06:29:04 id = 0 (machine1); Seed = 2260; Starting new sample
2019-01-14 06:29:08 id = 1 (machine1); Seed = 2255; Done (0)
2019-01-14 06:29:08 id = 1 (machine1); Seed = 2261; Starting new sample
2019-01-14 06:29:12 id = 3 (machine1); Seed = 2256; Done (0)
2019-01-14 06:29:12 id = 3 (machine1); Seed = 2262; Starting new sample
2019-01-14 06:29:24 id = 2 (machine1); Seed = 2257; Done (0)
2019-01-14 06:29:24 id = 2 (machine1); Seed = 2263; Starting new sample
2019-01-14 06:29:59 id = 0 (machine1); Seed = 2260; Done (0)
2019-01-14 06:29:59 id = 0 (machine1); Seed = 2264; Starting new sample
2019-01-14 06:30:01 id = 4 (machine1); Seed = 2258; Done (0)
2019-01-14 06:30:01 id = 4 (machine1); Seed = 2265; Starting new sample
2019-01-14 06:30:06 id = 5 (machine1); Seed = 2259; Done (0)
2019-01-14 06:30:06 id = 5 (machine1); Seed = 2266; Starting new sample
2019-01-14 06:30:09 id = 3 (machine1); Seed = 2262; Done (0)
2019-01-14 06:30:09 id = 3 (machine1); Seed = 2267; Starting new sample
2019-01-14 06:30:27 id = 1 (machine1); Seed = 2261; Done (0)
2019-01-14 06:30:27 id = 1 (machine1); Seed = 2268; Starting new sample
2019-01-14 06:30:33 id = 2 (machine1); Seed = 2263; Done (0)
2019-01-14 06:30:33 id = 2 (machine1); Seed = 2269; Starting new sample
2019-01-14 06:30:41 id = 0 (machine1); Seed = 2264; Done (0)
2019-01-14 06:30:41 id = 0 (machine1); Seed = 2270; Starting new sample
2019-01-14 06:30:51 id = 4 (machine1); Seed = 2265; Done (0)
2019-01-14 06:30:51 id = 4 (machine1); Seed = 2271; Starting new sample
2019-01-14 06:30:59 id = 3 (machine1); Seed = 2267; Done (0)
